"RELATION,LEFTTERM,RIGHTTERM,COUNT"
"sibling,machine learning,automated_driving,1"
"synonym,dominican republic,DR,1"
"synonym,dominican republic,DO,1"
"sibling,ADA,OSHA,1"
"ancestor,weather phenomena,severe_storms,1"
"ancestor,vertical infrastructure,electrical_towers,1"
"sibling,line of sight,daytime_operations,1"
"synonym,aviation security human factors program,ASHFP,1"
"sibling,tight spaces,high_dose,1"
"synonym,united arab emirates,AE,1"
"ancestor,flow control,boundary_layer,1"
"synonym,unmanned aircraft,UAVs,1"
"sibling,port numbers,URI,1"
"synonym,international business machines corporation,IBM,1"
"synonym,surface traction and radial tire,START,1"
"synonym,closed subscriber group,CSG,1"
"synonym,secure web gateway,SWG,1"
"synonym,java business integration,JBI,1"
"synonym,driver vehicle interface,DVI,1"
"synonym,digital signal processing,DSP,1"
"synonym,performance based oversight,PBO,1"
"sibling,open source projects,corporate_development,1"
"synonym,mesh access point,MAP,1"
"sibling,military facilities,RAAF,1"
"synonym,head mounted displays,HMD,1"
"synonym,service oriented robotic architecture,SORA,1"
"synonym,science applications international corporation,SAIC,1"
"synonym,shallow water,SW,1"
"sibling,step s406,S407,1"
"synonym,hierarchical stochastic petri net,HSPN,1"
"sibling,FAA,model_aircraft,1"
"synonym,minimum aviation system performance standards,Masps,1"
"synonym,proxy statement,schedule_14a,1"
"synonym,equal employment opportunities,EEO,1"
"sibling,law enforcement,critical_infrastructure,1"
"synonym,""$10,000"",USD,1"
"sibling,IP,IPX,1"
"sibling,thermal imaging,high_definition,1"
"synonym,army contracting command,ACC,1"
"sibling,border patrol,asset_monitoring,1"
"synonym,department of transportation,US,1"
"synonym,small tactical unmanned aircraft system,UAS,1"
"sibling,lockheed martin,general_atomics,1"
"ancestor,jet propulsion,technical_advances,1"
"ancestor,safety critical,full_authority_digital_electronic_control,1"
"synonym,system operations support center,SOSC,1"
"ancestor,radio systems,air_traffic_control,1"
"synonym,control system,MCU,1"
"synonym,research projects agency,DARPA,1"
"synonym,center weather service units,CWSUs,1"
"synonym,aviation safety inspectors,ASI,1"
"synonym,service disabled veteran owned small business,SDVOSB,1"
"synonym,private property,PDF,1"
"synonym,fields of view,FOVs,1"
"sibling,safety guidelines,nationwide_community_based,1"
"synonym,control system,CS,1"
"ancestor,emergency situations,assessing_damage,1"
"synonym,combating terrorism technical support office,CTTSO,1"
"ancestor,flue gas,natural_gas,1"
"synonym,energy resources conservation board,ERCB,1"
"sibling,W3C,IETF,1"
"ancestor,close encounter,geo_fencing,1"
"synonym,tactical control station,TCS,1"
"synonym,unmanned aircraft systems integration pilot program,IPP,1"
"synonym,electronic fuel injection,EFI,1"
"ancestor,business models,sean_cassidy,1"
"synonym,pro racing f3 flight controller black,deluxe_version,1"
"synonym,bridges layered intrusion,BLI,1"
"synonym,loadable kernel modules,LKMs,1"
"sibling,dji spark,zerotech_dobby,1"
"synonym,roadside bombs,defense_news,1"
"synonym,joint tactical autonomous air resupply systems,JTAARS,1"
"synonym,army research laboratory,ARL,1"
"synonym,PIC,pilot_in_command,1"
"synonym,SME,subject_matter_expert,1"
"sibling,augmented reality,drone_technology,1"
"synonym,dynamical mean field theory,DMFT,1"
"synonym,open activity monitor,sql_server_management_studio,1"
"ancestor,software packages,brown_ros_pkg,1"
"synonym,HASS,highly_accelerated_stress_screening,1"
"sibling,library science,cognitive_psychology,1"
"ancestor,industry standards,ODBC,1"
"synonym,eastern daylight time,EDT,1"
"sibling,VMware,citrix_xenserver,1"
"synonym,navigation systems,INS,1"
"synonym,force application,FA,1"
"synonym,database resident connection pooling,DRCP,1"
"synonym,geometric dilution of precision,GDOP,1"
"synonym,scaled agile framework,SAFe,1"
"sibling,MOSI,SCK,1"
"synonym,small unmanned aircraft systems,final_rule,1"
"ancestor,display boards,led_sign_boards,1"
"synonym,operating expenses,OPEX,1"
"sibling,usb serial,mass_storage,1"
"sibling,joby aviation,silicon_valley,1"
"ancestor,app stores,DJI,1"
"synonym,electroic identification tag,EIT,1"
"synonym,network traffic management,NTM,1"
"synonym,critical peak prices,CPP,1"
"sibling,air vehicles,ground_control_stations,1"
"synonym,lowdelay b,LB,1"
"synonym,key value observing,KVO,1"
"synonym,small unmanned aerial systems,UASs,1"
"ancestor,small unmanned,power_distribution,1"
"synonym,electronic frontier federation,EFF,1"
"ancestor,business purposes,oil_rig,1"
"synonym,interswarm interactive learning,IIL,1"
"synonym,international standards organization,ISO,1"
"synonym,advanced concepts,NIAC,1"
"synonym,direct field acoustic testing,DFAT,1"
"synonym,feasibility study report,FSR,1"
"synonym,mobile ground control station,MGCS,1"
"ancestor,SMEs,start_ups,1"
"synonym,serpentinized ultramafic microbreccia,SUM,1"
"synonym,carbon fiber reinforced polymer,CFRP,1"
"synonym,isokinetic maximal,IM,1"
"synonym,north carolina,UNC,1"
"synonym,presidential policy guidance,PPG,1"
"synonym,default jvm,oracle_jrockit,1"
"synonym,SSD,solid_state_drive,1"
"ancestor,remote management,hotspot_vm,1"
"synonym,german aerospace center,DLR,1"
"synonym,software architects,iasa_uk,1"
"synonym,virtual reality peripheral network,VRPN,1"
"synonym,total flight hours,TFH,1"
"synonym,unmanned undersea vehicles,UUVs,1"
"synonym,wind farm industry,WFI,1"
"synonym,big modeling up front,BMUF,1"
"synonym,google earth,GE,1"
"synonym,CCW,counter_clockwise,1"
"synonym,mini uav,unmanned_aerial_vehicles,1"
"ancestor,robotics engineers,vijay_kumar,1"
"ancestor,CAD,point_cloud,1"
"sibling,end users,software_development,1"
"ancestor,private sector entities,drone_operators,1"
"synonym,unmanned aircraft system,AAC,1"
"synonym,dryden remotely operated integrated drone,DROID,1"
"sibling,aeronautical information management,air_traffic_flow_management,1"
"synonym,returned merchandise authorization,RMA,1"
"synonym,underground research laboratories,URLs,1"
"synonym,identification number,UIN,1"
"sibling,CYCLE,point_of_interest,1"
"ancestor,airport management,regulatory_requirements,1"
"synonym,nasa ames research center,US,1"
"synonym,dissolved oxygen,DO,1"
"ancestor,local government agencies,law_enforcement_agencies,1"
"ancestor,geo spatial mapping,aerial_imaging_missions,1"
"sibling,public safety,critical_infrastructure,1"
"synonym,postgraduate school,NPS,1"
"synonym,qrfc queue,intermediate_state,1"
"synonym,food emergency response network,FERN,1"
"sibling,small uas,gao_identified,1"
"synonym,generally available,GA,1"
"synonym,software architecture,ECSA,1"
"synonym,new jersey department of transportation,NJDOT,1"
"synonym,littoral battlespace sensing,lbs_uuv,1"
"sibling,red hat enterprise linux,red_hat_jboss_enterprise_application_platform,1"
"synonym,user interface,GUI,1"
"synonym,national animal control association,NACA,1"
"synonym,site information modeling,SIM,1"
"sibling,addressing safety,data_protection,1"
"sibling,cut costs,improve_safety,1"
"synonym,air plasma spray,APS,1"
"synonym,ROV,remotely_operated_vehicle,1"
"sibling,multi rotor aircrafts,uhd_4k,1"
"synonym,royal thai army,RTA,1"
"sibling,CIA,JSOC,1"
"ancestor,critical infrastructure,power_plants,1"
"synonym,radio signal strength indicators,RSSIs,1"
"synonym,international paper,IP,1"
"synonym,jamaat ul ahrar,JuA,1"
"synonym,central asian orogenic belt,CAOB,1"
"sibling,ATOM,CAP,1"
"synonym,labor market information,LMI,1"
"sibling,digital assets,scanned_images,1"
"synonym,national air security operations centers,NASOCs,1"
"sibling,manned helicopters,fixed_wing_aircraft,1"
"sibling,business logic,data_access,1"
"synonym,PSO,gl_pso,1"
"synonym,cubic phase mask,CPM,1"
"synonym,certificate revocation list,CRL,1"
"synonym,wide area persistent surveillance,WAPS,1"
"synonym,glyceryl monooleate,GMO,1"
"sibling,dye penetrant,magnetic_particle,1"
"synonym,incident commander,IC,1"
"synonym,missile warning system,MWS,1"
"ancestor,significant benefits,emergency_management,1"
"ancestor,high performance,barrel_rolls,1"
"synonym,saturation isothermal remanence magnetization,SIRM,1"
"synonym,certificate of authorisation,COA,1"
"synonym,mission control element,MCE,1"
"synonym,modular space vehicles,MSV,1"
"ancestor,web application,SAS,1"
"synonym,unmanned aircraft systems,UAVs,1"
"synonym,request units,RU,1"
"synonym,lithium polymer,li_po,1"
"synonym,computer telephony integration,CTI,1"
"synonym,electrostatic discharge,ESD,1"
"synonym,de montfort university,DMU,1"
"synonym,and engineering,AEC,1"
"synonym,physical broadcast channel,PBCH,1"
"synonym,extravehicular activity,EVA,1"
"synonym,laser methane copter,LMC,1"
"synonym,other transactional authority,OTA,1"
"synonym,unmanned aerial vehicle,TUAV,1"
"synonym,common mission management system,CMMS,1"
"sibling,ip address,client_identifier,1"
"sibling,battery powered,long_range,1"
"synonym,aeroelastic rotor experimental system,ARES,1"
"synonym,permissions for commercial operations,PfCO,1"
"sibling,focus areas,LFV,1"
"synonym,multi user chat,MUC,1"
"synonym,los alamos national laboratory,LANL,1"
"synonym,the survey association,TSA,1"
"sibling,GPS,inertial_navigation,1"
"synonym,air traffic services,ATS,1"
"synonym,component object model,COM,1"
"synonym,cics transaction gateway,CTG,1"
"sibling,PPM,PWM,1"
"synonym,area coverage rate,ACR,1"
"synonym,faine greenwood,harvard_humanitarian_initiative,1"
"synonym,unmanned aircraft system,UAV,1"
"synonym,euler angles,IMU,1"
"synonym,special flight rules area,SFRA,1"
"synonym,vessel traffic service,VTS,1"
"sibling,SOPSO,MOPSO,1"
"synonym,fully convolutional networks,FCN,1"
"synonym,west african craton,WAC,1"
"synonym,civil aviation technical standards,CATS,1"
"synonym,low water reference plane,LWRP,1"
"synonym,frequency modulated continuous wave,FMCW,1"
"synonym,super fast,PD,1"
"sibling,A2A,B2B,1"
"synonym,high resolution,cm_scale,1"
"ancestor,american civil liberties union,civil_rights,1"
"synonym,volcanogenic massive sulfide,VMS,1"
"synonym,out of service,OOS,1"
"sibling,QHD,UHD,1"
"synonym,launch pad lightning warning system,LPLWS,1"
"synonym,websphere application server,WAS,1"
"ancestor,XAML,WPF,1"
"synonym,conventionally piloted aircraft,CPA,1"
"synonym,maximum take ogg mass,MTOM,1"
"synonym,supplemental type certification,STC,1"
"synonym,digital terrain models,DTMs,1"
"synonym,beyond visual line of sight,LOS,1"
"sibling,bae systems,hdt_global,1"
"sibling,crop scouting,precision_spraying,1"
"synonym,general thermal field,GTF,1"
"synonym,personal protective equipment,PPE,1"
"synonym,advanced composition explorer,ACE,1"
"synonym,intrusion detection system,IDS,1"
"synonym,senosry intelligent laboratory,SIL,1"
"synonym,propeller analysis system,PAS,1"
"synonym,AGL,above_ground_level,1"
"sibling,package delivery,precision_agriculture,1"
"synonym,accelerated competencies training,ACT,1"
"synonym,national defense industrial association,NDIA,1"
"synonym,role based access control,RBAC,1"
"sibling,image capture,geo_tag,1"
"ancestor,flight plan,flight_plans,1"
"sibling,image processing,feature_extraction,1"
"synonym,department of defense activity address code,DoDAAC,1"
"sibling,MVC,MVVM,1"
"sibling,resource management,path_planning,1"
"synonym,tactical unmanned aerial system,TUAS,1"
"sibling,SOAP,MSMQ,1"
"ancestor,defense applications,unmanned_aircraft_systems,1"
"synonym,video preview,mac_os,1"
"synonym,agricultural extension services,AES,1"
"ancestor,vertical infrastructure,offshore_oil_rigs,1"
"synonym,commercial general liability,CGL,1"
"synonym,enhanced traffic management system,ETMS,1"
"synonym,world radiocommunication conference,WRC,1"
"synonym,NDVI,normalized_difference_vegetation_index,1"
"synonym,joint advanced strike technologies,JAST,1"
"sibling,APP,RF,1"
"synonym,general atomics aeronautical systems,US,1"
"synonym,swarm optimization genetic algorithm,SOGA,1"
"synonym,human in the loop,HITL,1"
"synonym,multi input single output,MISO,1"
"synonym,lake victoria dyke swarm,LVDS,1"
"ancestor,simulated scenarios,disaster_relief,1"
"ancestor,web sites,amnesty_international,1"
"synonym,tactical unmanned aircraft system,TUAS,1"
"sibling,interview question,understanding_key_oracle_fusion_middleware_farm,1"
"sibling,machine learning,neural_networks,1"
"sibling,strong winds,UAV,1"
"sibling,electronic warfare,early_warning,1"
"sibling,ASAP,LOSA,1"
"synonym,transaction r3ac1,business_objects,1"
"synonym,unmanned areal vehicles,UAVs,1"
"synonym,electron probe microanalysis,EPMA,1"
"ancestor,ready to fly,parrot_bebop,1"
"synonym,radio frequency id,RFID,1"
"ancestor,unmanned aerial vehicles,fixed_wing,1"
"synonym,rich internet applications,RIA,1"
"synonym,direct methanol fuel cells,DMFC,1"
"synonym,serial port,virtual_com_port,1"
"sibling,land surveying,police_surveillance,1"
"synonym,tactical common datalink,TCDL,1"
"synonym,CA,united_states,1"
"ancestor,IDE,WPF,1"
"sibling,websphere message broker,TIBCO,1"
"ancestor,executable format,ELF,1"
"synonym,ellipse fitting technique,EFT,1"
"synonym,santa cruz operations,SCO,1"
"synonym,unmanned surface vehicles,USV,1"
"synonym,defense advanced research programs agency,DARPA,1"
"ancestor,energy sources,internal_combustion_engines,1"
"synonym,SLAM,simultaneous_localization_and_mapping,1"
"synonym,purdue enterprise reference architecture,PERA,1"
"ancestor,module format,AMD,1"
"synonym,tactical targeting network technology,TTNT,1"
"synonym,future combat air system,FCAS,1"
"synonym,RPAS,remotely_piloted_aerial_systems,1"
"ancestor,NASA,partner_organizations,1"
"ancestor,business purposes,construction_site_monitoring,1"
"synonym,educational testing service,ETS,1"
"synonym,unmanned aerial sensor,UAS,1"
"synonym,concurrent version system,CVS,1"
"synonym,personal computers,PCs,1"
"sibling,RF,video_cameras,1"
"synonym,aircraft operations maintenance,AOM,1"
"synonym,flight data recorders,FDRs,1"
"ancestor,FAA,federal_agencies,1"
"sibling,control signal,low_battery,1"
"synonym,enterprise architect,EA,1"
"synonym,visa waiver program,VWP,1"
"ancestor,anti tank,shoulder_fired,1"
"sibling,magnetic particle,eddy_current,1"
"synonym,pito deep,PD,1"
"sibling,ground tilt,GPS,1"
"synonym,post production,HASS,1"
"synonym,database administrator,DBA,1"
"sibling,LDAP,XML,1"
"synonym,personal digital assistants,PDAs,1"
"synonym,aviation system risk model,ASRM,1"
"ancestor,ground segment solutions,ground_control_stations,1"
"synonym,national fire protection association,NFPA,1"
"sibling,IMO,UN,1"
"synonym,controller working position,CWP,1"
"synonym,remote area medical,RAM,1"
"sibling,XML,ODBC,1"
"synonym,service discovery,dns_sd,1"
"ancestor,complex structures,launch_facilities,1"
"synonym,pseudo geostationary lightning mapper,PGLM,1"
"synonym,special airworthiness certificates,SACs,1"
"synonym,letter of undertakings,LoU,1"
"synonym,laboratory information system,LIS,1"
"synonym,battery management solutions,BMS,1"
"synonym,functional nuttshell,NSH,1"
"synonym,owin middleware components,OMCs,1"
"synonym,field level extension agents,FLEAs,1"
"synonym,NAS,national_air_space,1"
"sibling,reduced visibility,high_winds,1"
"synonym,dc electrical resistivity imaging,ERI,1"
"sibling,DOI,USGS,1"
"ancestor,islamist militias,al_qaeda,1"
"ancestor,file types,XHTML,1"
"synonym,technical report,TR1,1"
"synonym,variable speed limits,VSLs,1"
"synonym,model based testing,MBT,1"
"sibling,usb serial,usb_mass_storage,1"
"ancestor,unmanned aircraft,UCAVs,1"
"sibling,northrop grumman,lockheed_martin,1"
"synonym,high efficiency toilet,HET,1"
"ancestor,supreme court,federal_facilities,1"
"synonym,emergency response,FEMA,1"
"sibling,sql injection,XSS,1"
"synonym,insulating lightweight polymer concrete,ILPC,1"
"synonym,application performance monitoring,APM,1"
"sibling,business development,project_management,1"
"synonym,workflow foundation,WF,1"
"synonym,common alerting protocol,CAP,1"
"sibling,remote areas,search_and_rescue,1"
"synonym,directory junction,junction_point,1"
"sibling,set position target global int,set_position_target_local_ned_mavlink,1"
"synonym,gnss receiver,military_grade_equipment,1"
"sibling,supervising controller,MVVM,1"
"synonym,dotnetmq manager,windows_forms_application,1"
"synonym,combat aviation brigades,CAB,1"
"synonym,advanced baseline imager,ABI,1"
"sibling,ieee xplore,acm_digital_library,1"
"synonym,desktop applications,ADF,1"
"synonym,first person viewing,FPV,1"
"synonym,electric turbofan,ETF,1"
"ancestor,business development,professional_services,1"
"synonym,family of systems,FOS,1"
"synonym,new york police department,NYPD,1"
"synonym,DOT,WSDOT,1"
"synonym,humphrey visual field,HVF,1"
"sibling,rare earth,trace_element,1"
"ancestor,AIS,seaway_management,1"
"synonym,deformed wing virus,DWV,1"
"synonym,mafic enclaves,type_iii,1"
"synonym,utah water research laboratory,UWRL,1"
"synonym,existing federal aviation regulations,FAR,1"
"sibling,control rooms,geographically_distributed,1"
"sibling,lightning physics,lightning_protection,1"
"synonym,server side encryption,SSE,1"
"sibling,high speed,long_duration,1"
"ancestor,NASA,government_entities,1"
"synonym,aviation system analysis capability,ASAC,1"
"sibling,real estate companies,public_safety,1"
"synonym,associate deputy assistant secretary,ADAS,1"
"synonym,uav national industry team,UNITE,1"
"ancestor,armed groups,nonstate_actors,1"
"synonym,department of disaster management affairs,DoDMA,1"
"synonym,field operations data model,FODM,1"
"ancestor,ONERA,partner_organizations,1"
"sibling,SLSA,ELSA,1"
"synonym,lithium ion polymer,LiPo,1"
"synonym,defense architecture framework,DoDAF,1"
"synonym,royal australian air force,RAAF,1"
"sibling,neutral density,narrow_band,1"
"synonym,emergency power off,EPO,1"
"synonym,intra flight data link,IFDL,1"
"synonym,flame atomic absorption spectrometry,FAAS,1"
"synonym,washington state department of transportation,WSDOT,1"
"ancestor,volume production,reduced_costs,1"
"synonym,ground control station,QGroundControl,1"
"synonym,aircraft certification office,ACO,1"
"synonym,distance measuring equipment,DME,1"
"ancestor,cross cutting concerns,data_access,1"
"synonym,international teaching program,ITP,1"
"synonym,ultra wideband,UWB,1"
"synonym,emergency locator transmitter,ELT,1"
"synonym,integrated development environments,IDE,1"
"synonym,massively parallel processing,MPP,1"
"synonym,emergency medical services,EMS,1"
"synonym,architecture centric virtual integration,ACVI,1"
"synonym,personal identity verification,PIV,1"
"synonym,flight operations quality assurance,FOQA,1"
"sibling,adaptive cruise control,blind_spot_detection,1"
"synonym,practicing fpv,first_person_view,1"
"synonym,human operators,SCORCH,1"
"synonym,carbon nanotube paper,CNP,1"
"synonym,james webb space telescope,JWST,1"
"sibling,community policing,UAS,1"
"sibling,DOT,DEC,1"
"synonym,calling context tree,CCT,1"
"synonym,autonomous systems lab,ASL,1"
"synonym,RC,radio_controlled,1"
"synonym,rear flank gust front,RFGF,1"
"ancestor,airport improvement program,UAS,1"
"synonym,lightning location systems,LLS,1"
"synonym,other governmental agencies,OGAs,1"
"synonym,pilot program senior review team,PPSRT,1"
"synonym,int32 t latitude,WGS84,1"
"synonym,remote operational video enhanced receiver,ROVER,1"
"synonym,SAR,synthetic_aperture_radar,1"
"ancestor,lightning discharges,return_strokes,1"
"synonym,road side equipment,RSE,1"
"sibling,closed source,open_source,1"
"synonym,uncrewed aerial vehicles,UAVs,1"
"synonym,forward stocking location,FSL,1"
"synonym,retail giant amazon,AMZN,1"
"synonym,robotic operating system,ROS,1"
"sibling,unmanned aircraft,commercial_jets,1"
"synonym,vehicle miles traveled,VMT,1"
"sibling,JPEG,raw_dng,1"
"synonym,weather forecast offices,WFO,1"
"synonym,coperative multiscale experiment,CME,1"
"synonym,rapid innovation program,RIP,1"
"synonym,platform as a service,PaaS,1"
"synonym,operation new dawn,OND,1"
"synonym,disability adjusted life years,DALYs,1"
"synonym,RAPTOR,multimedia_presentation,1"
"sibling,search and rescue,insurance_assessment,1"
"synonym,utah state university,USU,1"
"sibling,akira fujii,keisuke_sanda,1"
"ancestor,developing brood,drone_brood,1"
"synonym,oregon star party,OSP,1"
"synonym,database management systems,DBMSs,1"
"synonym,drone collision avoidance system,DCAS,1"
"synonym,national research council,CNR,1"
"synonym,business intelligence,BI,1"
"synonym,air force flight test center,AFFTC,1"
"synonym,sensor enabled notification system,SENS,1"
"synonym,machine learning,ML,1"
"synonym,wind turbine generators,WTG,1"
"synonym,high altitude low endurance,HALE,1"
"synonym,international cinematographers guild,ICG,1"
"synonym,global unmanned systems training academy,GUSTA,1"
"synonym,enterprise asset management,EAM,1"
"ancestor,drone strikes,abdul_qodus,1"
"synonym,nitrogen oxides,NOx,1"
"synonym,resende ilha grande dike swarm,RIGDS,1"
"synonym,advanced explosive ordnance disposal robotic systems,AEODRS,1"
"sibling,web server,gis_server,1"
"synonym,geographical information system,GIS,1"
"synonym,columbia river flood basalts,CRFB,1"
"ancestor,emergency response,critical_areas,1"
"sibling,synthetic aperture radar,passive_electronic,1"
"synonym,advanced pilot assistance systems,APAS,1"
"synonym,flight controller,IFC,1"
"synonym,value added resellers,VAR,1"
"synonym,brayton rotating unit,BRU,1"
"ancestor,commercial applications,wildlife_monitoring,1"
"synonym,central american volcanic arc,CAVA,1"
"sibling,search and rescue,public_safety,1"
"synonym,size weight and power,SWAP,1"
"sibling,USB,charging_pad,1"
"synonym,electro hydrostatic actuation system,EHAS,1"
"synonym,message queue,MSMQ,1"
"ancestor,sensor options,RGB,1"
"synonym,message queue,MQ,1"
"synonym,united states technical training institute,USTTI,1"
"sibling,forward looking infra red,night_vision_goggles,1"
"synonym,congress center hamburg,CCH,1"
"synonym,moro islamic liberation front,MILF,1"
"synonym,noranda caldera,NC,1"
"ancestor,DJI,drone_makers,1"
"synonym,light utility helicopter,LUH,1"
"synonym,anti submarine warfare,ASW,1"
"synonym,optical character recognition,OCR,1"
"ancestor,NASA,industry_partners,1"
"synonym,remotely piloted aerial systems,RPAS,1"
"synonym,dji mavic air,arctic_white,1"
"synonym,aging orbiter working group,AOWG,1"
"ancestor,data sources,flat_files,1"
"sibling,swarm intelligence,swarm_robotics_research,1"
"sibling,ICAO,EUROCONTROL,1"
"synonym,field of view,FoV,1"
"sibling,remotely piloted aircraft,model_aircraft,1"
"sibling,cpt calculator,cpt_design,1"
"synonym,UIN,unique_identification_number,1"
"synonym,global electric circuit,GEC,1"
"synonym,software engineering institute,SEI,1"
"ancestor,add ons,propeller_guards,1"
"synonym,non line of site,NLOS,1"
"sibling,aeronautical decision making,situational_awareness,1"
"ancestor,rasberry pi,SBC,1"
"ancestor,non destructive inspection,eddy_current,1"
"synonym,chronic obstructive pulmonary disease,COPD,1"
"ancestor,mail protocols,SMTP,1"
"sibling,cutter based,land_based,1"
"synonym,original dex,dalvik_executable,1"
"ancestor,airport operations,perimeter_security,1"
"sibling,cpu utilization,memory_usage,1"
"ancestor,multiple missions,vertical_takeoff,1"
"synonym,minimum viable products,MVP,1"
"synonym,SODA,swarm_orbital_dynamics_advisor,1"
"synonym,ORB,object_request_broker,1"
"synonym,system information blocks,SIBs,1"
"synonym,high throughput plant phenotyping,HTPP,1"
"sibling,product liability,construction_site,1"
"ancestor,unmanned aircraft systems,air_vehicles,1"
"ancestor,multiple missions,fixed_wing,1"
"sibling,DDS,AMQP,1"
"ancestor,API,low_level,1"
"synonym,experimental light sport aircraft,ELSA,1"
"synonym,board of regents,BoR,1"
"sibling,air traffic control,cellular_phones,1"
"synonym,original equipment manufacturers,OEM,1"
"synonym,volume of fluid,VOF,1"
"synonym,ground control system,CS,1"
"synonym,consumer off the shelf,COTs,1"
"sibling,UAVs,UAV,1"
"sibling,crop monitoring,site_surveying,1"
"synonym,SNMP,simple_network_management_protocol,1"
"ancestor,management tools,geo_fencing,1"
"synonym,statute mile,SM,1"
"ancestor,militant leaders,faisal_shahzad,1"
"synonym,unmanned aerial vehicle squadron,VMU,1"
"synonym,java messaging service,JMS,1"
"synonym,ESC,electronic_speed_control,1"
"sibling,DDS,SOAP,1"
"synonym,user datagram protocol,UDP,1"
"synonym,LRIP,low_rate_initial_production,1"
"synonym,automated message handling systems,AMHSs,1"
"ancestor,significant benefits,infrastructure_inspection,1"
"synonym,low rate initial production,LRIP,1"
"sibling,APM,parrot_ar.drone,1"
"synonym,professional regulation commission,PRC,1"
"synonym,flight management system,FMS,1"
"synonym,in band adjacent channel,IBAC,1"
"ancestor,UAS,model_aircraft,1"
"ancestor,wireless communications,life_saving,1"
"ancestor,flight stats,battery_charge,1"
"sibling,software engineers,quality_assurance,1"
"sibling,change detection,oil_spills,1"
"synonym,national geodetic survey,NGS,1"
"synonym,insurance services office,ISO,1"
"sibling,SOC,HIPAA,1"
"synonym,airborne imaging spectrometer,AIS,1"
"synonym,SUA,small_unmanned_aircraft,1"
"synonym,high altitude pseudo satellites,HAPS,1"
"synonym,aircraft electronics association,AEA,1"
"synonym,application portfolio management,APM,1"
"sibling,VRSG,MACE,1"
"synonym,digital elevation models,DEM,1"
"synonym,ministry of defence,MOD,1"
"synonym,aviation environmental design tool,AEDTc,1"
"synonym,costa rica,CR,1"
"synonym,particle mesh,PM,1"
"synonym,regiment royal artillery,british_army,1"
"synonym,air vehicle transporter,AVT,1"
"sibling,multi spectral,hyper_spectral,1"
"synonym,geospatial information systems,GIS,1"
"sibling,unmanned aerial system,lesser_kestrel,1"
"sibling,AOPA,EAA,1"
"synonym,combat control system,CCS,1"
"synonym,risk management,SORA,1"
"synonym,interactive voice response,IVR,1"
"synonym,constrained position shifting,CPS,1"
"synonym,remote desktop,RDP,1"
"synonym,remote method invocation,RMI,1"
"synonym,million rials,""$9,300"",1"
"synonym,international lidar mapping forum,ILMF,1"
"ancestor,pricier models,wingsland_s6,1"
"synonym,computers on module,COMs,1"
"synonym,office advanced card systems,USA,1"
"synonym,timor leste,TL,1"
"synonym,silica supersaturated tholeiite,SST,1"
"ancestor,uas operations,disaster_relief,1"
"synonym,relativistic runaway electron avalanches,RREA,1"
"synonym,light rare earth elements,LREE,1"
"synonym,engineering flight simulator,EFS,1"
"synonym,european broadcasting union,EBU,1"
"synonym,principal components analysis,PCA,1"
"synonym,vertical speed,VS,1"
"synonym,power management unit,PMU,1"
"ancestor,military bases,shamsi_airfield,1"
"sibling,ongoing conflicts,terrorist_attacks,1"
"synonym,technology transfer,STTR,1"
"synonym,read only memory,cd_rom,1"
"sibling,rapid deployment,high_resolution,1"
"sibling,adverse weather,limited_visibility,1"
"synonym,automatic collision avoidance technologies,ACAT,1"
"sibling,microsoft windows desktop,terminal_server_platform,1"
"ancestor,web frameworks,GWT,1"
"synonym,fiber bragg grating,FBG,1"
"synonym,network management system,NMS,1"
"synonym,the australian vintage aviation society,TAVAS,1"
"synonym,electronic flight bags,EFBs,1"
"ancestor,national brands,SR,1"
"sibling,CORBA,JMS,1"
"synonym,crew launch vehicle,CLV,1"
"synonym,ivrea verbano zone,IVZ,1"
"synonym,high pressure sodium,HPS,1"
"sibling,life cycles,seamlessly_integrating,1"
"ancestor,administrative action,remedial_training,1"
"ancestor,technical standards,coding_standards,1"
"synonym,national air traffic services,NATS,1"
"sibling,michael han,electrical_engineering,1"
"synonym,regulatory cooperation council,RCC,1"
"synonym,moro national liberation front,MNLF,1"
"synonym,incremental particle swarm optimizer,IPSO,1"
"synonym,technological university,NTU,1"
"sibling,PUMA,insitu_scan_eagle,1"
"synonym,sandia national laboratories,SNL,1"
"synonym,mar negro,III,1"
"synonym,OMG,object_management_group,1"
"synonym,natural remanence magnetization,NRM,1"
"synonym,ex servicemen,ESM,1"
"ancestor,compelling applications,gas_flares,1"
"synonym,finite element models,FEM,1"
"synonym,national association home builders,NAHB,1"
"ancestor,uas integration office,FAA,1"
"synonym,baltoscandian dike swarm,BDS,1"
"synonym,visualization toolkit,VTK,1"
"synonym,internet service providers,ISPs,1"
"synonym,precise orbit determination,POD,1"
"sibling,remote management,JConsole,1"
"synonym,and engineering,ENG,1"
"ancestor,i2c pixhawk px4,related_products,1"
"synonym,unmanned wave glider,UWG,1"
"synonym,simple notification service,SNS,1"
"synonym,certificates of authorisation,COAs,1"
"synonym,binary large objects,BLOB,1"
"synonym,standards and recommended practices,SARPS,1"
"synonym,faa advisory circular,AC,1"
"synonym,object request brokers,ORBs,1"
"synonym,experimental category,SACs,1"
"synonym,ocean island basalts,OIB,1"
"ancestor,electronic devices,mobile_phones,1"
"synonym,electric vehicle supply equipment,EVSE,1"
"synonym,ultra wide band,UWB,1"
"ancestor,counter uas,security_related,1"
